READ_NEME	REF_NAME	POS	STRAND	NUMBER_OF_ALIGNMENTS	HAMMING_DISTANCE
@D81P8DQ1:112:C1BRYACXX:7:2307:3058:55973/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2307:14565:98092/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2307:14679:4484/2	chr15:28356359-28361359	1020	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2307:19105:49377/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2308:2116:88914/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2308:4808:25283/2	chr15:28356359-28361359	2616	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2308:6366:97882/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2308:7697:53703/2	chr15:28356359-28361359	4062	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2308:12306:91570/2	chr15:28356359-28361359	539	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2308:13977:73669/2	chr15:28356359-28361359	2181	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2308:19223:99165/2	chr15:28356359-28361359	4300	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2309:4667:58349/2	chr15:28356359-28361359	2964	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2309:5979:43449/2	chr15:28356359-28361359	1985	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2309:13647:62819/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2309:13935:83571/2	chr15:28356359-28361359	1478	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2309:14731:36644/2	chr15:28356359-28361359	1599	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2309:15110:81655/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2309:19665:82670/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2310:2492:74956/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2310:4929:96807/2	chr15:28356359-28361359	4555	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2310:11831:28040/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2310:21196:17716/2	chr15:28356359-28361359	457	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2311:1536:45382/2	chr15:28356359-28361359	1789	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2311:14641:10745/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2311:15868:88132/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2312:14632:31174/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2312:16017:70400/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2313:17768:21843/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:5769:17173/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:9629:4167/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:10485:71058/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:10829:50916/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:11335:35128/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:16660:94556/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2315:17661:82917/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2316:1329:17913/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2316:9172:4360/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2316:14011:80601/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2316:16122:84222/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2316:18689:70781/2	chr15:28356359-28361359	1905	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1101:13851:38438/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1101:17136:9022/2	chr15:28356359-28361359	644	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1101:17640:82194/2	chr15:28356359-28361359	3469	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1102:2998:25372/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1102:3575:100055/2	chr15:28356359-28361359	1119	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1102:4205:76846/2	chr15:28356359-28361359	2955	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1102:5263:65875/2	chr15:28356359-28361359	1796	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:1102:8841:78730/2	chr15:28356359-28361359	515	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1102:9624:48853/2	chr15:28356359-28361359	2206	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1102:15410:13181/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1102:16016:47265/2	chr15:28356359-28361359	79	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1103:3583:81843/2	chr15:28356359-28361359	1963	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1103:4519:100077/2	chr15:28356359-28361359	1329	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1103:6332:34254/2	chr15:28356359-28361359	1042	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1103:14516:56480/2	chr15:28356359-28361359	456	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1103:15295:4389/2	chr15:28356359-28361359	4601	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1103:15632:92620/2	chr15:28356359-28361359	1106	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1103:17820:12559/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1104:5331:73524/2	chr15:28356359-28361359	3670	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1104:6667:75413/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1104:10321:71673/2	chr15:28356359-28361359	4144	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1104:10490:40014/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1104:11838:76104/2	chr15:28356359-28361359	502	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1104:17950:76065/2	chr15:28356359-28361359	4676	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1105:3190:95440/2	chr15:28356359-28361359	1920	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1105:6621:68855/2	chr15:28356359-28361359	2816	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1105:7377:93520/2	chr15:28356359-28361359	2557	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1105:8089:70890/2	chr15:28356359-28361359	2405	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1105:12974:83039/2	chr15:28356359-28361359	2783	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:1105:20669:5415/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1105:20726:18164/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1106:10408:95360/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1106:12682:68374/2	chr15:28356359-28361359	2617	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1106:13007:96863/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1106:14097:92328/2	chr15:28356359-28361359	2235	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1106:17950:64939/2	chr15:28356359-28361359	2727	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1107:3523:15336/2	chr15:28356359-28361359	893	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1107:7727:42608/2	chr15:28356359-28361359	685	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1107:12716:95604/2	chr15:28356359-28361359	891	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1107:16928:64409/2	chr15:28356359-28361359	449	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1108:1702:80633/2	chr15:28356359-28361359	1647	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1108:4328:78655/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1108:4549:82194/2	chr15:28356359-28361359	1250	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1108:9477:71267/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1108:14352:91656/2	chr15:28356359-28361359	3799	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1109:1555:78672/2	chr15:28356359-28361359	623	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1109:15431:24267/2	chr15:28356359-28361359	4345	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1109:16332:97236/2	chr15:28356359-28361359	472	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1109:20149:78240/2	chr15:28356359-28361359	3624	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1110:7883:34413/2	chr15:28356359-28361359	1333	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1110:8398:77001/2	chr15:28356359-28361359	2918	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1111:3414:11594/2	chr15:28356359-28361359	1197	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:1111:6963:66843/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1111:12994:17603/2	chr15:28356359-28361359	713	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1111:13664:73368/2	chr15:28356359-28361359	2223	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1111:17459:64491/2	chr15:28356359-28361359	1108	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1112:17466:17886/2	chr15:28356359-28361359	4896	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1112:17942:69902/2	chr15:28356359-28361359	1193	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1113:18554:10300/2	chr15:28356359-28361359	3722	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1113:19283:60039/2	chr15:28356359-28361359	3471	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1114:4710:84706/2	chr15:28356359-28361359	1648	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1114:7611:26730/2	chr15:28356359-28361359	1013	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:1114:7995:3313/2	chr15:28356359-28361359	4362	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1114:8246:39073/2	chr15:28356359-28361359	2569	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1114:9319:76287/2	chr15:28356359-28361359	2319	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1114:11403:67360/2	chr15:28356359-28361359	1395	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1114:12524:67694/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1115:3700:55306/2	chr15:28356359-28361359	2182	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1115:13224:66047/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1115:19843:2506/2	chr15:28356359-28361359	1185	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1116:1974:26016/2	chr15:28356359-28361359	4752	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1116:3326:81368/2	chr15:28356359-28361359	1066	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1116:3712:23496/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1116:8238:84363/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1116:8966:4296/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1116:9464:18889/2	chr15:28356359-28361359	2725	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1116:14486:75498/2	chr15:28356359-28361359	228	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1116:17400:5583/2	chr15:28356359-28361359	3278	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1201:5308:44104/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1201:9591:95824/2	chr15:28356359-28361359	5	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1201:10776:36799/2	chr15:28356359-28361359	277	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1201:11845:65193/2	chr15:28356359-28361359	1382	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1202:11007:98780/2	chr15:28356359-28361359	3281	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1202:19237:70307/2	chr15:28356359-28361359	3667	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1203:4525:82471/2	chr15:28356359-28361359	1344	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:1203:9125:74745/2	chr15:28356359-28361359	3323	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1203:17003:38427/2	chr15:28356359-28361359	649	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1203:17688:11505/2	chr15:28356359-28361359	1919	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1204:1858:93899/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1204:3898:33539/2	chr15:28356359-28361359	1033	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1204:17144:60197/2	chr15:28356359-28361359	995	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1204:20403:26606/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1205:17324:24275/2	chr15:28356359-28361359	3764	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1207:1703:8110/2	chr15:28356359-28361359	1214	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1207:2043:97952/2	chr15:28356359-28361359	3528	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1207:3411:97110/2	chr15:28356359-28361359	3595	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1207:4733:82994/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1207:11047:94165/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1208:14575:40966/2	chr15:28356359-28361359	1755	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1209:5153:54053/2	chr15:28356359-28361359	32	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1209:11021:36796/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1209:14888:80928/2	chr15:28356359-28361359	3573	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1209:19385:45581/2	chr15:28356359-28361359	1848	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:1210:2055:63596/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1210:4699:5175/2	chr15:28356359-28361359	3476	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1210:7958:23777/2	chr15:28356359-28361359	1811	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1210:8066:61777/2	chr15:28356359-28361359	229	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1210:8224:26898/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1210:12499:34234/2	chr15:28356359-28361359	913	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1210:19767:52893/2	chr15:28356359-28361359	1271	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1210:21139:69291/2	chr15:28356359-28361359	3424	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1211:7456:84488/2	chr15:28356359-28361359	2260	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1211:11873:78038/2	chr15:28356359-28361359	398	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1211:12126:24426/2	chr15:28356359-28361359	659	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1211:12458:81743/2	chr15:28356359-28361359	4812	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1211:13452:50628/2	chr15:28356359-28361359	449	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1212:14463:32844/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1213:8716:30655/2	chr15:28356359-28361359	2621	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1213:12305:10966/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1213:15620:28619/2	chr15:28356359-28361359	3445	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1213:17934:26807/2	chr15:28356359-28361359	726	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1214:5798:98374/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1214:7626:55604/2	chr15:28356359-28361359	874	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1214:8770:17478/2	chr15:28356359-28361359	3420	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1214:14346:50505/2	chr15:28356359-28361359	1170	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1216:9124:4036/2	chr15:28356359-28361359	2977	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1216:14355:20345/2	chr15:28356359-28361359	1995	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1216:14984:5999/2	chr15:28356359-28361359	1808	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1301:10045:41157/2	chr15:28356359-28361359	23	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1301:11292:64634/2	chr15:28356359-28361359	2852	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1301:15810:93111/2	chr15:28356359-28361359	284	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1301:18673:70681/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1302:5978:40188/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1302:7451:35471/2	chr15:28356359-28361359	763	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1302:18077:16277/2	chr15:28356359-28361359	476	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1302:18760:94966/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1303:2402:36883/2	chr15:28356359-28361359	2580	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1303:2750:67077/2	chr15:28356359-28361359	408	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1303:6673:88151/2	chr15:28356359-28361359	2819	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1303:9207:12994/2	chr15:28356359-28361359	3270	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1303:14753:8001/2	chr15:28356359-28361359	862	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1303:20188:3638/2	chr15:28356359-28361359	2319	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:2641:13440/2	chr15:28356359-28361359	2396	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:7339:26039/2	chr15:28356359-28361359	1334	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:7833:49134/2	chr15:28356359-28361359	941	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:11940:70982/2	chr15:28356359-28361359	4535	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:12017:45343/2	chr15:28356359-28361359	637	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:12213:13357/2	chr15:28356359-28361359	914	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1304:21165:12743/2	chr15:28356359-28361359	2251	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1305:11075:82207/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1305:12022:83532/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1305:15858:47490/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1306:1522:4730/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1306:8103:38736/2	chr15:28356359-28361359	3271	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1306:16396:93244/2	chr15:28356359-28361359	3520	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1306:17490:88187/2	chr15:28356359-28361359	719	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1307:1834:79760/2	chr15:28356359-28361359	4847	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1307:9611:38767/2	chr15:28356359-28361359	3502	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1307:12404:49838/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1307:12719:51002/2	chr15:28356359-28361359	2052	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1307:19993:36782/2	chr15:28356359-28361359	929	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1308:2487:96718/2	chr15:28356359-28361359	3708	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1308:11693:99185/2	chr15:28356359-28361359	3245	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1308:16315:38367/2	chr15:28356359-28361359	670	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1309:5092:11189/2	chr15:28356359-28361359	2117	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1309:20173:56156/2	chr15:28356359-28361359	2294	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1310:2361:88925/2	chr15:28356359-28361359	2223	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1310:3986:73364/2	chr15:28356359-28361359	3558	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1310:15498:14565/2	chr15:28356359-28361359	1341	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1310:20513:25325/2	chr15:28356359-28361359	3210	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1311:4139:47551/2	chr15:28356359-28361359	1409	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1311:19055:51944/2	chr15:28356359-28361359	1708	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1311:19307:7699/2	chr15:28356359-28361359	739	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1311:21243:40796/2	chr15:28356359-28361359	3957	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1312:5334:59536/2	chr15:28356359-28361359	1854	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1312:8475:63122/2	chr15:28356359-28361359	4900	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:1312:15572:31061/2	chr15:28356359-28361359	1219	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1312:18057:97252/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1312:21285:23613/2	chr15:28356359-28361359	1486	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1313:2688:81942/2	chr15:28356359-28361359	94	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:1313:12335:30473/2	chr15:28356359-28361359	529	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1313:16142:72170/2	chr15:28356359-28361359	3539	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1313:16845:84918/2	chr15:28356359-28361359	2038	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1314:1666:57833/2	chr15:28356359-28361359	4787	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1314:7079:78336/2	chr15:28356359-28361359	3629	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:1314:17308:71748/2	chr15:28356359-28361359	1736	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1314:18118:75827/2	chr15:28356359-28361359	1981	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1315:17961:38304/2	chr15:28356359-28361359	3031	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1315:19003:6168/2	chr15:28356359-28361359	4531	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:1315:19415:100806/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1316:11596:74754/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1316:13517:25831/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1316:14275:59351/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:1316:15860:53139/2	chr15:28356359-28361359	3923	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:1316:18512:75546/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2101:8508:10378/2	chr15:28356359-28361359	1674	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2101:9567:41493/2	chr15:28356359-28361359	2273	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2101:11709:12715/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2101:14151:99281/2	chr15:28356359-28361359	2863	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2101:14259:32718/2	chr15:28356359-28361359	2922	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2101:14382:72721/2	chr15:28356359-28361359	2403	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2101:16971:100671/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2102:1501:27581/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2102:12680:47794/2	chr15:28356359-28361359	1503	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2102:19279:50751/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2102:19849:9010/2	chr15:28356359-28361359	2165	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2103:1827:31249/2	chr15:28356359-28361359	2895	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2103:4860:2561/2	chr15:28356359-28361359	937	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2103:4948:64428/2	chr15:28356359-28361359	3715	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2103:20336:67784/2	chr15:28356359-28361359	3917	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2104:2462:29480/2	chr15:28356359-28361359	531	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2104:4355:74013/2	chr15:28356359-28361359	1680	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2104:9052:46667/2	chr15:28356359-28361359	77	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2104:12425:34692/2	chr15:28356359-28361359	4550	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2104:17117:66637/2	chr15:28356359-28361359	4189	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2105:3504:55737/2	chr15:28356359-28361359	4103	-	1	2
@D81P8DQ1:112:C1BRYACXX:8:2105:5556:40202/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2105:7668:67078/2	chr15:28356359-28361359	719	+	1	1
@D81P8DQ1:112:C1BRYACXX:8:2105:14581:75077/2	chr15:28356359-28361359	2591	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2105:15422:53003/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:8:2106:12465:81817/2	chr15:28356359-28361359	2099	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2107:3803:99142/2	chr15:28356359-28361359	2137	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2107:17449:94585/2	chr15:28356359-28361359	4229	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2107:17792:21828/2	chr15:28356359-28361359	928	+	1	0
@D81P8DQ1:112:C1BRYACXX:8:2107:19484:3818/2	chr15:28356359-28361359	4856	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2108:6580:57308/2	chr15:28356359-28361359	2745	-	1	0
@D81P8DQ1:112:C1BRYACXX:8:2108:6587:10601/2	chr15:28356359-28361359	3128	+	1	2
@D81P8DQ1:112:C1BRYACXX:8:2108:12137:55150/2	chr15:28356359-28361359	508	-	1	1
@D81P8DQ1:112:C1BRYACXX:8:2108:12382:71211/2	chr15:28356359-28361359	1779	+	1	1
